,PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor,Institute,Numbers,ContainsTargetNumbers
803,1585594,"Helske, Jouni (Univ Jyvaskyla, Finland);Helske, Satu (Univ Turku, Finland);Cooper, Matthew [matco34] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Ynnerman, Anders [andyn27] [0000-0002-9466-9826] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Besancon, Lonni [lonbe19] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Can Visualization Alleviate Dichotomous Thinking? : Effects of Visual Representations on the Cliff Effect,Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Visualization and Computer Graphics,1077-2626,1941-0506,published,27,8,,3397,3409,2021,,,,IEEE COMPUTER SOC,,,,,,,10.1109/TVCG.2021.3073466,669000000000.0,33856998.0,,urn:nbn:se:liu:diva-178277,,,"['cliff effect', 'confidence intervals', 'statistical analysis', 'bayes methods', 'sociology', 'uncertainty', 'bayesian inference', 'hypothesis testing', 'statistical inference']",Mediateknik (21102),,,"<p>Funding Agencies|Academy of FinlandAcademy of FinlandEuropean Commission [331816, 320162]; Swedish Research CouncilSwedish Research CouncilEuropean Commission [445-2013-7681, 340-2013-5460]</p>","<p>Common reporting styles for statistical results in scientific articles, such as p-values and confidence intervals (CI), have been reported to be prone to dichotomous interpretations, especially with respect to the null hypothesis significance testing framework. For example when the p-value is small enough or the CIs of the mean effects of a studied drug and a placebo are not overlapping, scientists tend to claim significant differences while often disregarding the magnitudes and absolute differences in the effect sizes. This type of reasoning has been shown to be potentially harmful to science. Techniques relying on the visual estimation of the strength of evidence have been recommended to reduce such dichotomous interpretations but their effectiveness has also been challenged. We ran two experiments on researchers with expertise in statistical analysis to compare several alternative representations of confidence intervals and used Bayesian multilevel models to estimate the effects of the representation styles on differences in researchers subjective confidence in the results. We also asked the respondents opinions and preferences in representation styles. Our results suggest that adding visual information to classic CI representation can decrease the tendency towards dichotomous interpretations - measured as the cliff effect: the sudden drop in confidence around p-value 0.05 - compared with classic CI visualization and textual representation of the CI with p-values. All data and analyses are publicly available at https://github.com/helske/statvis.</p>",,,,,,,,,,,,,8/17/2021,8/17/2021,8/17/2021,,,5.0,,deprecated,,,,,,False,,,,"Univ Jyvaskyla, Finland, Univ Turku, Finland, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']",True
804,1545734,"Höök, Kristina (Media Technology and Interaction Design, Royal Institute of Technology (KTH), Sweden);Löwgren, Jonas [jonlo66] [0000-0001-5678-6565] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Characterizing Interaction Design by Its Ideals: A Discipline in Transition,Artikel i tidskrift,Refereegranskat,eng,"She Ji: The Journal of Design, Economics, and Innovation",2405-8726 ,,published,7,1,,24,40,2021,,,,ELSEVIER,,,,,,,10.1016/j.sheji.2020.12.001,669000000000.0,,,urn:nbn:se:liu:diva-175134,,,"['interaction desig', 'ideals']",Design (60406),,,<p>Funding: Swedish Research CouncilSwedish Research CouncilEuropean Commission [2016-04709]; Swedish Foundation for Strategic Research project [RIT15-0046]; Knut and Alice Wallenberg FoundationKnut &amp; Alice Wallenberg Foundation [KAW 2015.0080]; Marianne and Marcus Wallenberg Foundation [MMW 2019.0228]</p>,"<p>As a way to capture a broadly acceptable high-level characterization of design, we focus on the guiding values or ideals of the discipline. We first reason from the notion of engineering interfaces for usability and utility up to the 1990s to the current ideal of designing interfaces for experience and meaning. Next, we identify three recent technical and societal developments that are challenging the existing ideals of interaction design, namely the move towards hybrid physical/digital materials, the emergence of an increasingly complex and fluid digital ecology, and the increasing proportion of autonomous or partially autonomous systems changing their behavior over time and with use. These challenges in turn motivate us to propose three directions in which new ideals for interaction design might be sought: the first is to go beyond the language-body divide that implicitly frames most of our current understandings of experience and meaning, the second is to extend the scope of interaction design from individual interfaces to the complex sociotechnical fabric of human and nonhuman actors, and the third is to go beyond predictability by learning to design with machine learning.</p>",,,,,,,,,,,,,4/20/2021,4/20/2021,12/8/2022,https://liu.diva-portal.org/smash/get/diva2:1545734/FULLTEXT01.pdf,"Stiftelsen för strategisk forskning (SSF);Vetenskapsrådet;Knut och Alice Wallenbergs Stiftelse;Marianne och Marcus Wallenbergs Stiftelse;Wallenberg AI, Autonomous Systems and Software Program (WASP)",2.0,,deprecated,,,,,,True,True,,,"Media Technology and Interaction Design, Royal Institute of Technology (KTH, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '296', '6850', '276', '872902']",True
805,1542757,"Fagerblom, Freja (Sectra AB, Sweden);Stacke, Karin [karst38] [0000-0003-1066-3070] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Sectra AB, Sweden);Molin, Jesper [0000-0003-1004-3146] (Sectra AB, Sweden)",Combatting out-of-distribution errors using model-agnostic meta-learning for digital pathology,Konferensbidrag,Refereegranskat,eng,,,,,11603,,Proceedings of SPIE Medical Imaging : Digital Pathology,,,2021,,,,SPIE - International Society for Optical Engineering,Progress in biomedical optics and imaging,1605-7422,2410-9045,9781510640351;9781510640368,,,10.1117/12.2579796,671000000000.0,,2-s2.0-85103271794,urn:nbn:se:liu:diva-174913,,,"['maml', 'domain shift', 'meta learning']",Datavetenskap (datalogi) (10201);Medicinsk bildbehandling (20603);Datorseende och robotik (autonoma system) (10207),,,"<p>Copyright 2021 Society of Photo-Optical Instrumentation Engineers. One print or electronic copy may be made for personal use only. Systematic reproduction and distribution, duplication of any material in this paper for a fee or for commercial purposes, or modification of the content of the paper are prohibited. </p>","<p>Clinical deployment of systems based on deep neural networks is hampered by sensitivity to domain shift, caused by e.g. new scanners or rare events, factors usually overcome by human supervision. We suggest a correct-then-predict approach, where the user labels a few samples of the new data for each slide, which is used to update the network. This few-shot meta-learning method is based on Model-Agnostic Meta-Learning (MAML), with the goal of training to adapt quickly to new tasks. Here we adapt and apply the method to the histopathological setting by identifying a task as a whole-slide image with its corresponding classification problem. We evaluated the method on three datasets, while purposefully leaving out-of-distribution data out from the training data, such as whole-slide images from other centers, scanners or with different tumor classes. Our results show that MAML outperforms conventionally trained baseline networks on all our datasets in average accuracy per slide. Furthermore, MAML is useful as a robustness mechanism to out-of-distribution data. The model becomes less sensitive to differences between whole-slide images and is viable for clinical implementation when used with the correct-then-predict workflow. This offers a reduced need for data annotation when training networks, and a reduced risk of performance loss when domain shift data occurs after deployment.</p>",,,,,,,,,,,,,4/8/2021,4/8/2021,10/7/2022,https://liu.diva-portal.org/smash/get/diva2:1542757/FULLTEXT02.pdf,,3.0,,deprecated,urn:nbn:se:liu:diva-189009,publishedPaper,"Medical Imaging 2021: Digital Pathology, 15 February 2021 - 19 February 2021,online only, United States",,116030S,False,,,,"Sectra AB, Sweden, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Sectra AB, Sweden, Sectra AB, Sweden","['276', '296', '6850', '276', '872902']",True
806,1627077,"Miandji, Ehsan [miaeh27] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Nguyen, Hoai-Nam (Inria Rennes Bretagne Atlantique, France);Hajisharif, Saghi [sagha08] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Unger, Jonas [jonun48] [0000-0002-7765-1747] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Guillemot, Christine (Inria Rennes Bretagne Atlantique, France)",Compressive HDR Light Field Imaging Using a Single Multi-ISO Sensor,Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Computational Imaging,2573-0436,2333-9403,published,7,,,1369,1384,2021,,,,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,,,,,,,10.1109/TCI.2021.3132191,736000000000.0,,,urn:nbn:se:liu:diva-182250,,,"['light fields', 'data sets', 'compressive sensing']",Mediateknik (21102),,,"<p>Funding Agencies|EU H2020 Research and Innovation Programme [694122]; Knut and AliceWallenberg FoundationKnut &amp; Alice Wallenberg Foundation; Wallenberg AI, Autonomous Systems and Software Program (WASP); Strategic Research Environment ELLIIT</p>","<p>In this paper, we propose a new design for single sensor compressive HDR light field cameras, combining multi-ISO photography with coded mask acquisition, placed in a compressive sensing framework. The proposed camera model is based on a main lens, a multi-ISO sensor and a coded mask located in the optical path between the main lens and the sensor that projects the coded spatio-angular information of the light field onto the 2D sensor. The model encompasses different acquisition scenarios with different ISO patterns and gains. Moreover, we assume that the sensor has a built-in color filter array (CFA), making our design more suitable for consumer-level cameras. We propose a reconstruction algorithm to jointly perform color demosaicing, light field angular information recovery, HDR reconstruction, and denoising from the multi-ISO measurements formed on the sensor. This is achieved by enabling the sparse representation of HDR light fields using an overcomplete HDR dictionary. We also provide two HDR light field data sets: one synthetic data set created using the Blender rendering software with two baselines, and a real light field data set created from the fusion of multi-exposure low dynamic range (LDR) images captured using a Lytro Illum light field camera. Experimental results show that, with a sampling rate as low as 2.67%, using two shots, our proposed method yields a higher light field reconstruction quality compared to the fusion of multiple LDR light fields captured with different exposures, and with the fusion of multiple LDR light fields captured with different ISO settings.</p>",,,,,,,,,,,,,1/12/2022,1/12/2022,1/12/2022,,,5.0,,deprecated,,,,,,False,,,,"Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Inria Rennes Bretagne Atlantique, France, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Inria Rennes Bretagne Atlantique, France","['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']",True
807,1587630,"Masood, Talha Bin [talma90] [0000-0001-5352-1086] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Hotz, Ingrid [ingho32] [0000-0001-7285-0483] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Continuous Histograms for Anisotropy of 2D Symmetric Piece-wise Linear Tensor Fields,"Kapitel i bok, del av antologi",Refereegranskat,eng,,,,,,,Anisotropy Across Fields and Scales,39,70,2021,,,Cham,Springer,Mathematics and Visualization,1612-3786,,9.78E+12,https://libris.kb.se/bib/dtjx1m4fb5dktbxd,,10.1007/978-3-030-56215-1_3,,,,urn:nbn:se:liu:diva-178640,,,"['tensor field', 'anisotropy', 'merge tree', 'topology', 'histogram']",Datavetenskap (datalogi) (10201),,,,"<p>In this chapter we present an accurate derivation of the distribution of scalar invariants with quadratic behavior represented as continuous histograms. The anisotropy field, computed from a two-dimensional piece-wise linear tensor field, is used as an example and is discussed in all details. Histograms visualizing an approximation of the distribution of scalar values play an important role in visualization. They are used as an interface for the design of transfer-functions for volume rendering or feature selection in interactive interfaces. While there are standard algorithms to compute continuous histograms for piece-wise linear scalar fields, they are not directly applicable to tensor invariants with non-linear, often even non-convex behavior in cells when applying linear tensor interpolation. Our derivation is based on a sub-division of the mesh in triangles that exhibit a monotonic behavior. We compare the results to a naïve approach based on linear interpolation on the original mesh or the subdivision.</p>",,,,,,,,,,,,,8/25/2021,8/25/2021,2/22/2022,,Swedish e?Science Research Center,2.0,,deprecated,,,,,,True,True,,,"Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']",True
809,1587631,"Puchert, Patrik (Ulm Univ, Germany);Hermosilla, Pedro (Ulm Univ, Germany);Ritschel, Tobias (UCL, England);Ropinski, Timo [timro14] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Ulm Univ, Germany)",Data-driven deep density estimation,Artikel i tidskrift,Refereegranskat,eng,Neural Computing & Applications,0941-0643,1433-3058,published,33,,,16773,16807,2021,,,,Springer Nature,,,,,,,10.1007/s00521-021-06281-3,675000000000.0,,,urn:nbn:se:liu:diva-178478,,,"['probability density function', 'data-driven', 'density estimation', 'kernel density estimation']",Energiteknik (20304),,,<p>Funding Agencies|Projekt DEAL; Federal Ministry for Economic Affairs and Energy (BMWi)Federal Ministry for Economic Affairs and Energy (BMWi) [ZF4483101ED7]</p>,"<p>Density estimation plays a crucial role in many data analysis tasks, as it infers a continuous probability density function (PDF) from discrete samples. Thus, it is used in tasks as diverse as analyzing population data, spatial locations in 2D sensor readings, or reconstructing scenes from 3D scans. In this paper, we introduce a learned, data-driven deep density estimation (DDE) to infer PDFs in an accurate and efficient manner, while being independent of domain dimensionality or sample size. Furthermore, we do not require access to the original PDF during estimation, neither in parametric form, nor as priors, or in the form of many samples. This is enabled by training an unstructured convolutional neural network on an infinite stream of synthetic PDFs, as unbound amounts of synthetic training data generalize better across a deck of natural PDFs than any natural finite training data will do. Thus, we hope that our publicly available DDE method will be beneficial in many areas of data analysis, where continuous models are to be estimated from discrete observations.</p>",,,,,,,,,,,,,8/25/2021,8/25/2021,5/4/2022,https://liu.diva-portal.org/smash/get/diva2:1587631/FULLTEXT01.pdf,,4.0,,deprecated,,,,,,False,,,,"Ulm Univ, Germany, Ulm Univ, Germany, UCL, England, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Ulm Univ, Germany","['276', '296', '6850', '276', '872902']",True
810,1546187,"Engel, Dominik (Ulm Univ, Germany);Ropinski, Timo [timro14] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Ulm Univ, Germany)",Deep Volumetric Ambient Occlusion,Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Visualization and Computer Graphics,1077-2626,1941-0506,published,27,2,,1268,1278,2021,,,,IEEE COMPUTER SOC,,,,,,,10.1109/TVCG.2020.3030344,706000000000.0,33048686.0,,urn:nbn:se:liu:diva-175103,,,"['three-dimensional displays', 'neural networks', 'rendering (computer graphics)', 'lighting']",Datavetenskap (datalogi) (10201),,,<p>Funding Agencies|Deutsche Forschungsgemeinschaft (DFG)German Research Foundation (DFG) [391107954]</p>,"<p>We present a novel deep learning based technique for volumetric ambient occlusion in the context of direct volume rendering. Our proposed Deep Volumetric Ambient Occlusion (DVAO) approach can predict per-voxel ambient occlusion in volumetric data sets, while considering global information provided through the transfer function. The proposed neural network only needs to be executed upon change of this global information, and thus supports real-time volume interaction. Accordingly, we demonstrate DVAOs ability to predict volumetric ambient occlusion, such that it can be applied interactively within direct volume rendering. To achieve the best possible results, we propose and analyze a variety of transfer function representations and injection strategies for deep neural networks. Based on the obtained results we also give recommendations applicable in similar volume learning scenarios. Lastly, we show that DVAO generalizes to a variety of modalities, despite being trained on computed tomography data only.</p>",,,,,,,,,,,,,4/21/2021,4/21/2021,4/6/2022,,,2.0,,deprecated,,,,,,True,,,,"Ulm Univ, Germany, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Ulm Univ, Germany","['276', '296', '6850', '276', '872902']",True
815,1583558,"Chatzimparmpas, Angelos [0000-0002-9079-2376] (Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden);Martins, Rafael Messias [0000-0002-2901-935X] (Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden);Kucher, Kostiantyn [kosku13] [0000-0002-1907-7820] (Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden);Kerren, Andreas [andke01] [0000-0002-0519-2537] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Linnaeus University, Sweden) (iVis, INV)",Empirical Study : Visual Analytics for Comparing Stacking to Blending Ensemble Learning,Konferensbidrag,Övrigt vetenskapligt,eng,,,,,,,Proceedings of the 23rd International Conference on Control Systems and Computer Science (CSCS23),1,8,2021,,,,IEEE Computer Society,,,,,,,10.1109/CSCS52396.2021.00008,,,,urn:nbn:se:liu:diva-178153,,,"['stacking', 'empirical study', 'ensemble learning', 'blending']",Datavetenskap (datalogi) (10201),,,<p>Invited Paper</p>,"<p>Stacked generalization (also called stacking) is an ensemble method in machine learning that uses a metamodel to combine the predictive results of heterogeneous base models arranged in at least one layer. K-fold cross-validation is employed at the various stages of training in this method. Nonetheless, another validation strategy is to try out several splits of data leading to different train and test sets for the base models and then use only the latter to train the metamodel—this is known as blending. In this work, we present a modification of an existing visual analytics system, entitled StackGenVis, that now supports the process of composing robust and diverse ensembles of models with both aforementioned methods. We have built multiple ensembles using our system with the two respective methods, and we tested the performance with six small- to large-sized data sets. The results indicate that stacking is significantly more powerful than blending based on three performance metrics. However, the training times of the base models and the final ensembles are lower and more stable during various train/test splits in blending rather than stacking.</p>",,,,,,,,,,,,,8/8/2021,8/8/2021,11/17/2022,,ELLIIT - The Linköping?Lund Initiative on IT and Mobile Communications,4.0,,deprecated,,publishedPaper,"The 23rd International Conference on Control Systems and Computer Science (CSCS23), online conference, 26-28 May, 2021",,,False,,,,"Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden, Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden, Linnaeus University, Department of Computer Science and Media Technology, ISOVIS Research Group, Sweden, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linnaeus University, Sweden, iVis, INV","['276', '296', '6850', '276', '872902']",True
817,1631858,"Meyer, Lothar (LFV Swedish Air Nav Serv, Sweden);Josefsson, Billy (LFV Swedish Air Nav Serv, Sweden);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Medicinska fakulteten [872900]);Westin, Carl [carwe77] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Lundberg, Jonas [jonlu41] [0000-0001-8862-7331] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",Evaluation of an AoI Mapping and Analysis Tool for the Identification of Visual Scan Pattern,Konferensbidrag,Refereegranskat,eng,,,,,,,2021 IEEE/AIAA 40TH DIGITAL AVIONICS SYSTEMS CONFERENCE (DASC),,,2021,,,,IEEE,IEEE-AIAA Digital Avionics Systems Conference,2155-7195,,9781665434201;9781665434218,,,10.1109/DASC52595.2021.9594500,740000000000.0,,,urn:nbn:se:liu:diva-182491,,,"['eye-tracking', 'visual scan patterns', 'vessel traffic service', 'eye gaze mapping']",Datorsystem (20206),,,<p>Funding Agencies|Swedish Transport Administration Trafikverket</p>,"<p>The analysis of operators work patterns in safety-critical domains is increasingly assisted by eye-tracking technologies. A reason is a growing demand for empirically justified assurance to ascertain an equal level of safety after the implementation of new techniques and higher levels of automation. In the field and simulation studies, head-mounted eye-tracking devices are a preferred choice because of the easy, reliable and fast startup. The downside is time-consuming work to map gaze points to the world/workplace coordinates which makes head-mounted devices applicable to a small number of episodes to analyze. This paper presents a solution called AoI Mapping and Analysis Tool (AMAT) that relies on visual features provided by the integrated scene video camera. AoI-templates can be defined from the video recording and are constantly matched for an AoI-analysis. AMAT was evaluated with a field study example from Air Traffic Control (ATC) in the tower at Linkoping City airport and a training simulator study example from Vessel Traffic Service (VTS) in Gothenburg. Example situations demonstrate the capabilities of AMAT to define AoIs, evaluate the validity of the chosen set of AoIs and export to an example analysis program Eloquence for the visualization of results. The AoI-sequence of 4 vessels encounter in the Gothenburg archipelago was shown as well as the comparison of four tower controllers sequences during the final approach. The final discussion highlights the capabilities and limitations of the implemented techniques that rely on the AKAZE point feature detection and linear homographic transformations. A major source of disturbance lies in the varying light conditions evoking under-exposure of the video camera and fast head movements.</p>",,,,,,,,,,,,,1/25/2022,1/25/2022,1/25/2022,,,5.0,,deprecated,,publishedPaper,"IEEE/AIAA 40th Digital Avionics Systems Conference (DASC), ELECTR NETWORK, oct 03-07, 2021",,,False,,,,"LFV Swedish Air Nav Serv, Sweden, LFV Swedish Air Nav Serv, Sweden, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Medicinska fakulteten [872900], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '296', '6850', '276', '872900', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']",True
821,1597230,"Baravdish, Gabriel [gabba11] [0000-0003-2113-0122] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Datorgrafik och Bildbehandling);Unger, Jonas [jonun48] [0000-0002-7765-1747] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Datorgrafik och Bildbehandling);Miandji, Ehsan [miaeh27] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902])",GPU Accelerated SL0 for Multidimensional Signals,Konferensbidrag,Refereegranskat,eng,,,,,,,50TH INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING WORKSHOP PROCEEDINGS - ICPP WORKSHOPS 21,,,2021,,,,ASSOC COMPUTING MACHINERY,International Conference on Parallel Processing Workshops,1530-2016,,9.78E+12,,,10.1145/3458744.3474048,,,,urn:nbn:se:liu:diva-179559,,,['multidimensional signal processing'],Medieteknik (10209),,,"<p>Funding: Wallenberg AI, Autonomous Systems and Software Program (WASP) - Knut and Alice Wallenberg Foundation</p>","<p>In this paper, we propose a novel GPU-based method for highly parallel compressed sensing of n-dimensional (nD) signals based on the smoothed l(0) (SL0) algorithm. We demonstrate the efficiency of our approach by showing several examples of nD tensor reconstructions. Moreover, we also consider the traditional 1D compressed sensing, and compare the results. We show that the multidimensional SL0 algorithm is computationally superior compared to the 1D variant due to the small dictionary sizes per dimension. This allows us to fully utilize the GPU and perform massive batch-wise computations, which is not possible for the 1D compressed sensing using SL0. For our evaluations, we use light field and light field video data sets. We show that we gain more than an order of magnitude speedup for both one-dimensional as well as multidimensional data points compared to a parallel CPU implementation. Finally, we present a theoretical analysis of the SL0 algorithm for nD signals, which generalizes previous work for 1D signals.</p>",,,,,,,,,,,,,9/24/2021,9/24/2021,2/9/2022,,,3.0,,deprecated,,publishedPaper,"50th International Conference on Parallel Processing (ICPP), ELECTR NETWORK, aug 09-12, 2021",,28,False,,,,"Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Datorgrafik och Bildbehandling, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902], Datorgrafik och Bildbehandling, Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850], Linköpings universitet [276], Tekniska fakulteten [872902]","['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']",True
