PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1688311,"Andersson, Gunnel (FoU Sodertorn, Sweden);Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Bulow, Per (Jonkoping Univ, Sweden);Denhov, Anne (Stockholm Univ, Sweden);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Stefansson, Claes-Goran (Stockholm Univ, Sweden);Topor, Alain (Stockholm Univ, Sweden)",A longitudinal study of men and women diagnosed with psychosis: trajectories revealing interventions in a time-geographic framework,Artikel i tidskrift,Refereegranskat,eng,GeoJournal,0343-2521,1572-9893,published,87.0,4,,2423,2440,2022.0,,,,SPRINGER,,,,,,,10.1007/s10708-019-10036-y,830086200001.0,,,urn:nbn:se:liu:diva-187308,,,10-Year trajectories; Psychosis; Interventions; Time-geography; Visualization; Sex,"Folkhälsovetenskap, global hälsa, socialmedicin och epidemiologi (30302)",,,"<p>Funding Agencies|Swedish Research Council for Health, Working life and Welfare [2014-0117]</p>","<p>The living conditions for persons with severe mental illness have undergone substantial change in Sweden as well as in the rest of the Western world due to the downsizing of inpatient care and the development of community-based interventions. However, there is a lack of knowledge concerning the ""trajectories of interventions"" in this new, fragmented, institutional landscape. The aim of the study was to explore types of interventions and when they occur in a 10-year follow-up of 437 women and men diagnosed with psychosis for the first time. Based on registers and using a timegeographic visualization method, the results showed a great diversity of trajectories and differences between sexes. The aggregate picture revealed that over the 10-year period there were considerable periods with no interventions for both men and women. Furthermore, institutional interventions more commonly occurred among women but appeared for longer periods among men. Community-based interventions declined among women and increased among men during the period.</p>",,,,,,,,,,,,,2022-08-18,2022-08-18,2023-05-04,,,7,,deprecated,,,,,,False,,,
1527395,"Andersson, Gunnel (FoU Sodertorn, Sweden);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]);Denhov, Anne (Stockholm Univ, Sweden);Topor, Alain (Stockholm Univ, Sweden; Univ Agder, Norway);Bulow, Per (Jonkoping Univ, Sweden; Forens Psychiat Reg Clin, Sweden);Ellegård, Kajsa [kajel11] [0000-0003-4133-1204] (Linköpings universitet [276], Institutionen för tema [297], Tema teknik och social förändring [301]) (Linköpings universitet [276], Filosofiska fakulteten [1750])",A diversity of patterns: 10-year trajectories of men and women diagnosed with psychosis for the first time. A time-geographic approach,Artikel i tidskrift,Refereegranskat,eng,Moravian Geographical Reports,1210-8812,2199-6202,published,28.0,4,,283,298,2020.0,,,,"ACAD SCI CZECH REPUBLIC, INST GEONICS",,,,,,,10.2478/mgr-2020-0021,607593300005.0,,,urn:nbn:se:liu:diva-173202,,,trajectories; psychosis; interventions/no interventions; time-geography; visualisation; gender; Sweden,"Folkhälsovetenskap, global hälsa, socialmedicin och epidemiologi (30302)",,,"<p>Funding Agencies|Swedish Research Council for Health, Working life and WelfareSwedish Research CouncilSwedish Research Council for Health Working Life &amp; Welfare (Forte) [2014-0117]</p>","<p>People with severe mental illness face a different interventional landscape compared to some decades ago, when mental hospitals were dominant, in Sweden as well as in the rest of the Western world. The aim of the research reported in this article was to follow men and women diagnosed with psychosis for the first time over a 10-year period, and to explore what interventions they experienced. The interventions, here defined as ""spheres"", were either community-based or institutional. A third sphere represents no interventions. Based on data from registers and using a time-geographic approach, the individuals were visualised as 10-year trajectories where their transitions between the different spheres were highlighted. The results show a great diversity of trajectories. Two main categories were detected: two-spheres (community-based and no interventions) and three-spheres (adding institutional interventions). One third of the population experienced only community-based interventions, with a higher proportion of men than women. Consequently, more women had institutional experience. Two sub-categories reveal trajectories not being in the interventional sphere in a stepwise manner before the 10th year, and long-term trajectories with interventions in the 10th year. The most common pattern was long-term trajectories, embracing about half of the population, while one-fifth left the institutional sphere before the 5th year.</p>",,,,,,,,,,,,,2021-02-10,2021-02-10,2021-05-05,https://liu.diva-portal.org/smash/get/diva2:1527395/FULLTEXT01.pdf,,6,,deprecated,,,,,,False,,,
1315352,"Andersson, Johanna [johan90] (Linköpings universitet [276], Institutionen för samhälls- och välfärdsstudier [308], Lärande, Estetik, Naturvetenskap (LEN) [2304]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Löfgren, Ragnhild [raglo57] [0000-0001-5711-260X] (Linköpings universitet [276], Institutionen för samhälls- och välfärdsstudier [308], Lärande, Estetik, Naturvetenskap (LEN) [2304]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Tibell, Lena [lenti27] [0000-0002-4694-5611] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Utbildningsvetenskap [1810])",What’s in the body? Children’s annotated drawings,Artikel i tidskrift,Refereegranskat,eng,Journal of Biological Education,0021-9266,2157-6009,published,,2,,176,190,2020.0,,,,Routledge,,,,,,,10.1080/00219266.2019.1569082,522128300004.0,,,urn:nbn:se:liu:diva-156731,,,Biology education; early years; children’s drawings; human body; internal organs,Annan naturvetenskap (107);Utbildningsvetenskap (503),,,,"<p>This paper presents a study of children’s ideas of the body’s internal structure. Children between four and 13 years (N = 170) individually produced drawings. During each drawing session the children explained their drawings to a facilitator and added written labels either by them- selves or, if they were too young to write, with the facilitator’s help. The results provide an updated comprehensive picture of children in differ- ent age groups and their views on the internal structure of the body. The type and numbers of organs drawn are similar to those documented in previous studies. However, in comparison to recent studies, the children drew more organs, the brain was indicated almost as often as the heart, and the Valentine heart was frequently used as a symbol. In contrast with previous research, children drew connections between organs. This result calls for caution regarding conclusions made from decontextua- lized questions. The importance of providing children with the opportu- nity to clarify their drawings is emphasised since it otherwise becomes a question of the researcher’s interpretation. The connections they draw, and explanations they give to their drawings, have interesting implica- tions for understanding children’s ideas, and hence both for teaching and learning and for science education research.</p>",,,,,,,,,,,,,2019-05-13,2019-05-13,2020-04-10,https://liu.diva-portal.org/smash/get/diva2:1315352/FULLTEXT01.pdf,,3,,deprecated,urn:nbn:se:liu:diva-156715,,,,,False,,,
868202,"Andersson, Johanna [johan90] (Linköpings universitet [276], Institutionen för samhälls- och välfärdsstudier [308], Lärande, Estetik, Naturvetenskap (LEN) [2304]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Tibell, Lena [lenti27] [0000-0002-4694-5611] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Utbildningsvetenskap [1810]) (Visual Learning and Communication)",Exploring childrens' views of what's inside the body,Konferensbidrag,Refereegranskat,eng,,,,,,,,,,2012.0,,,,,,,,,,,,,,,urn:nbn:se:liu:diva-122579,,,,Didaktik (50302);Annan biologi (10699),,BodyVis,,"<p>The importance of living a healthy life in an everyday context is promoted in schools and preschools. The discussion often focuses on what food is healthy, and that one should eat enough but not too much. The connection between food and beverages and their role in the body is seldom discussed. Students’ ideas about how the human body functions have been investigated in several studies but few have focused on young children. In this study, we investigate young children’s conceptions related to this topic and how their ideas develop. Seventy-nine pre- and primary school children, aged 4-11, participated in individual focus interviews wherein the children were asked to draw and explain their understanding. Our results confirm several findings observed by other workers. However, in contrast with earlier studies, 10 of seventeen 4-5 year-old children indicated the stomach, and more than half of those children described how food can be utilized in the body to extract energy. Furthermore, the brain was among the most commonly mentioned organs cross all age groups. Interestingly, the level of expertise varied and did not covariate with age. For example, five of eight of the 4 year-old children draw 5-8 organs, while a single 10 year-old child could only mention three. Similarly, two of thirteen 7-year old children provided an almost completely correct description of the digestive tract and its function, while most of the older children expressed a much less developed understanding. The results reflect the wide range of different conceptual ideas that teachers confront in a day-to-day classroom context.</p>",,,,,,,,,,,,,2015-11-09,2015-11-09,2018-07-20,,,2,,deprecated,,abstracts,"ERIDOB, Berlin September 17-21, 2012",,,False,,,
868201,"Andersson, Johanna [johan90] (Linköpings universitet [276], Institutionen för samhälls- och välfärdsstudier [308], Lärande, Estetik, Naturvetenskap (LEN) [2304]) (Linköpings universitet [276], Utbildningsvetenskap [1810]);Tibell, Lena A.E. [lenti27] [0000-0002-4694-5611] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Utbildningsvetenskap [1810]) (Visual Learning and Communication)",Children's reasoning and representations about living and non-living things,Konferensbidrag,Refereegranskat,eng,,,,,,,,,,2013.0,,,,,,,,,,,,,,,urn:nbn:se:liu:diva-122578,,,,Didaktik (50302);Annan biologi (10699),,BodyVis,,"<p>Understanding of the concept ‘life’ and what characterise ‘living things’ is important as a foundation for learning in biology. In a more general view, this understanding can make children develop awareness, respect and responsibility for life as members of a society and in decision making for sustainable development. The present pilot study aim to investigate 5-6 year old pre-school children’s reasoning and representations about living and nonliving things. In cognitive developmental research, the concept of life is well investigated but, questions still remain regarding how children reason around and represent these concepts. Previous research has found that children have difficulties in including plants as living things. Moreover, it is found that young children include e.g. the sun, clouds and rocks as living things. The methods that have been used are often quantitative and use picture-cards with different objects for the children to categorize. In the present pilot study a modified methodology was applied. Children’s drawings of what they consider as living and non-living were collected and picture-cards were used as point of departure for reasoning. In interviews the children were encouraged to explain and express their ideas. The drawings and the cards mainly worked as a meaning making tool for the children. Results from the study will be presented and discussed. </p>",,,,,,,,,,,,,2015-11-09,2015-11-09,2018-07-20,,,2,,deprecated,,abstracts,"ESERA conference, September 2-7, Nicosia Cyprus, 2013",,,False,,,
790422,"Andersson, Magnus [magan68] [0000-0003-4656-7662] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751]);Lantz, Jonas [jonla63] [0000-0003-1942-7699] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Ebbers, Tino [tineb49] [0000-0003-1395-8296] (Linköpings universitet [276], Institutionen för medicin och hälsa [323], Avdelningen för kardiovaskulär medicin [13357]) (Linköpings universitet [276], Hälsouniversitetet [1800]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Fysiologiska kliniken US [7254]);Karlsson, Matts [matka16] [0000-0001-5526-2399] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801])",Quantitative Assessment of Turbulence and Flow Eccentricity in an Aortic Coarctation - Impact of Virtual Interventions,Artikel i tidskrift,Refereegranskat,eng,Cardiovascular Engineering and Technology,1869-408X,1869-4098,published,6.0,6,,281,293,2015.0,,,,Springer,,,,,,,10.1007/s13239-015-0218-x,380356800007.0,,,urn:nbn:se:liu:diva-114496,,,Computational fluid dynamics;Large eddy simulation;Turbulent kinetic energy;Flow displacement;Non-Newtonian;Virtual treatment;Magnetic resonance imaging,Teknisk mekanik (20301),,,<p>Funding agencies: Swedish Research Council; Center for Industrial Information Technology (CENIIT); Swedish National Infrastructure for Computing (SNIC)</p>,"<p>Turbulence and flow eccentricity can be measured by magnetic resonance imaging (MRI) and may play an important role in the pathogenesis of numerous cardiovascular diseases. In the present study, we propose quantitative techniques to assess turbulent kinetic energy (TKE) and flow eccentricity that could assist in the evaluation and treatment of stenotic severities. These hemodynamic parameters were studied in a pre-treated aortic coarctation (CoA) and after several virtual interventions using computational fluid dynamics (CFD), to demonstrate the effect of different dilatation options on the flow field. Patient-specific geometry and flow conditions were derived from MRI data. The unsteady pulsatile flow was resolved by large eddy simulation (LES) including non-Newtonian blood rheology. Results showed an inverse asymptotic relationship between the total amount of TKE and degree of dilatation of the stenosis, where turbulent flow proximal the constriction limits the possible improvement by treating the CoA alone. Spatiotemporal maps of TKE and flow eccentricity could be linked to the characteristics of the jet, where improved flow conditions were favored by an eccentric dilatation of the CoA. By including these flow markers into a combined MRI-CFD intervention framework, CoA therapy has not only the possibility to produce predictions via simulation, but can also be validated pre- and immediate post treatment, as well as during follow-up studies.</p>",,,,,,,,,,,,,2015-02-24,2015-02-24,2021-04-26,,,4,,deprecated,urn:nbn:se:liu:diva-175193,,,,,True,,,
653305,"Andersson, Magnus [magan68] [0000-0003-4656-7662] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751]);Lantz, Jonas [jonla63] [0000-0003-1942-7699] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Karlsson, Matts [matka16] [0000-0001-5526-2399] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751])",NON-INVASIVE INTERVENTION PLANNING OF STENOTIC FLOWS USING SCALE-RESOLVED IMAGE-BASED COMPUTATIONAL FLUID DYNAMICS,Konferensbidrag,Refereegranskat,eng,,,,,,,,,,2013.0,,,Linköping,,,,,,,,,,,,urn:nbn:se:liu:diva-98235,,,Coarctation;Intervention;CFD;LES;Turbulence,Teknisk mekanik (20301),,,,,,,,,,,,,,,,,2013-10-03,2013-10-03,2016-03-14,https://liu.diva-portal.org/smash/get/diva2:653305/FULLTEXT01.pdf,,3,,deprecated,,poster,"Medicinteknikdagarna Stockholm, 2013",,,True,,,
752749,"Andersson, Magnus [magan68] [0000-0003-4656-7662] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751]);Lantz, Jonas [jonla63] [0000-0003-1942-7699] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Karlsson, Matts [matka16] [0000-0001-5526-2399] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Mekanisk värmeteori och strömningslära [2199]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801])",Turbulence Quantification of Stenotic Blood Flow Using Image-Based CFD : Effect of Different Interventions,Konferensbidrag,Övrigt vetenskapligt,eng,,,,,,,WCB 2014,,,2014.0,,,,,,,,,,,,,,,urn:nbn:se:liu:diva-111042,,,Computational fluid dynamics;Large eddy simulation;Turbulent kinetic energy;Flow displacement;Non-Newtonian;Carreau;Virtual treatment;Magnetic resonance imaging,Strömningsmekanik och akustik (20306),,,,"<p>Turbulent blood flow is often associated with some sort of cardiovascular disease, e.g. sharp bends and/or sudden constrictions/expansions of the vessel wall. The energy losses associated with the turbulent flow may increase the heart workload in order to maintain cardiac output (CO). In the present study, the amount of turbulent kinetic energy (TKE) developed in the vicinity of an aortic coarctation was estimated pre-intervention and in a variety of post-intervention configurations, using scale-resolved image-based computational fluid dynamics (CFD). TKE can be measured using magnet resonance imaging (MRI) and have also been validated with CFD simulations [1], i.e. a parameter that not only can be quantified using simulations but can also be measured by MRI.</p><p>Patient-specific geometry and inlet flow conditions were obtained using contrast-enhanced MR angiography and 2D cine phase-contrast MRI, respectively. The intervention procedure was mimicked using an inflation simulation, where six different geometries were obtained. A scale-resolving turbulence model, large eddy simulation (LES), was utilized to resolve the largest turbulent scales and also to capture the laminar-to-turbulent transition. All cases were simulated using baseline CO and with a 20% CO increase to simulate a possible flow adaption after intervention.</p><p>For this patient, results shows a non-linear decay of the total amount of TKE integrated over the cardiac phase as the stenotic cross-sectional area is increased by the intervention.  Figure 1 shows the original segmented geometry and two dilated coarctation with corresponding volume rendering of the TKE at peak systole. Due to turbulent transition at a kink upstream the stenosis further dilation of the coarctation tends to restrict the TKE to a plateau, and continued vessel expansion may therefore only induce unnecessary stresses onto the arterial wall. </p><p>This patient-specific non-invasive framework has shown the geometrical impact on the TKE estimates. New insight in turbulence development indicates that the studied coarctation can only be improved to a certain extent, where focus should be on the upstream region, if further TKE reduction is motivated. The possibility of including MRI in a combined framework could have great potential for future intervention planning and follow-up studies.  </p><p>[1] J. Lantz, T. Ebbers, J. Engvall and M. Karlsson, <em>Numerical and Experimental Assessment of Turbulent Kinetic Energy in an Aortic Coarctation</em>, Journal of Biomechnics, 2013. <strong>46</strong>(11): p. 1851-1858.</p>",,,,,,,,,,,,,2014-10-06,2014-10-06,2016-03-14,,,3,,deprecated,,poster,"7th World Congress of Biomechanics (WCB 2014), July 6-11, 2014, Boston, Massachusetts, USA",,,False,,,
251857,"Andersson, Robin;Vitoria, Aida [aidvi05] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Visuell informationsteknologi och applikationer [2347]) (Linköpings universitet [276], Tekniska högskolan [1751]);Maluszynski, Jan [janma56] (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Institutionen för datavetenskap [281], TCSLAB - Laboratoriet för teoretisk datalogi [2174]);Komorowski, Henryk Jan",RoSy : A Rough Knowledge Base System,Konferensbidrag,Refereegranskat,eng,,,,,,,"Rough Sets, Fuzzy Sets, Data Mining, and Granular-Soft Computing,2005",48,,2005.0,,,Berlin,Springer,,,,,,,,,,,urn:nbn:se:liu:diva-31034,16741.0,,,Datavetenskap (datalogi) (10201),,,,,,,,,,,,,,,,,2009-10-09,2009-10-09,2018-01-13,,,4,,deprecated,,publishedPaper,,,,False,,,
224261,"Andersson, Thord [thoan19] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Läthén, Gunnar [gunjo38] [0000-0002-6457-4914] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Digitala Medier [2346]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Lenz, Reiner [reile31] [0000-0001-7557-4904] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Digitala Medier [2346]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]);Borga, Magnus [magbo72] [0000-0002-9267-2191] (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801])",A Fast Optimization Method for Level Set Segmentation,Konferensbidrag,Refereegranskat,eng,,,,,,,"Image Analysis : 16th Scandinavian Conference, SCIA 2009, Oslo, Norway, June 15-18, 2009. Proceedings",400,409,2009.0,,,,Springer Berlin/Heidelberg,Lecture Notes in Computer Science ; 5575,0302-9743,0302-9743,978-3-642-02229-6;978-3-642-02230-2,,,10.1007/978-3-642-02230-2_41,268661000041.0,,,urn:nbn:se:liu:diva-19313,,,Image segmentation - level set  method - optimization - gradient descent - Rprop - variational problems - active contours,Teknik och teknologier (2),,,,"<p>Level set methods are a popular way to solve the image segmentation problem in computer image analysis. A contour is implicitly represented by the zero level of a signed distance function, and evolved according to a motion equation in order to minimize a cost function. This function defines the objective of the segmentation problem and also includes regularization constraints. Gradient descent search is the de facto method used to solve this optimization problem. Basic gradient descent methods, however, are sensitive for local optima and often display slow convergence. Traditionally, the cost functions have been modified to avoid these problems. In this work, we instead propose using a modified gradient descent search based on resilient propagation (Rprop), a method commonly used in the machine learning community. Our results show faster convergence and less sensitivity to local optima, compared to traditional gradient descent.</p>",,,,,,,,,,,,,2009-06-17,2009-07-09,2018-01-23,https://liu.diva-portal.org/smash/get/diva2:224261/FULLTEXT01.pdf,,4,,deprecated,urn:nbn:se:liu:diva-54181,publishedPaper,"16th Scandinavian Conference on Image Analysis, June 15-18 2009, Oslo, Norway",,,True,,,
590026,"Andersson, Thord [thoan19] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286]) (Linköpings universitet [276], Tekniska högskolan [1751]);Läthén, Gunnar [gunjo38] [0000-0002-6457-4914] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Lenz, Reiner [reile31] [0000-0001-7557-4904] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]);Borga, Magnus [magbo72] [0000-0002-9267-2191] (Linköpings universitet [276], Centrum för medicinsk bildvetenskap och visualisering, CMIV [3801]) (Linköpings universitet [276], Institutionen för medicinsk teknik [286], Medicinsk informatik [2302]) (Linköpings universitet [276], Tekniska högskolan [1751])",Modified Gradient Search for Level Set Based Image Segmentation,Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Image Processing,1057-7149,1941-0042,published,22.0,2,,621,630,2013.0,,,,IEEE Signal Processing Society,,,,,,,10.1109/TIP.2012.2220148,314717800017.0,23014748.0,,urn:nbn:se:liu:diva-87658,,,Active contours;gradient methods;image segmentation;level set method;machine learning;optimization;variational problems,Signalbehandling (20205);Medicinsk bildbehandling (20603),,,,"<p>Level set methods are a popular way to solve the image segmentation problem. The solution contour is found by solving an optimization problem where a cost functional is minimized. Gradient descent methods are often used to solve this optimization problem since they are very easy to implement and applicable to general nonconvex functionals. They are, however, sensitive to local minima and often display slow convergence. Traditionally, cost functionals have been modified to avoid these problems. In this paper, we instead propose using two modified gradient descent methods, one using a momentum term and one based on resilient propagation. These methods are commonly used in the machine learning community. In a series of 2-D/3-D-experiments using real and synthetic data with ground truth, the modifications are shown to reduce the sensitivity for local optima and to increase the convergence rate. The parameter sensitivity is also investigated. The proposed methods are very simple modifications of the basic method, and are directly compatible with any type of level set implementation. Downloadable reference code with examples is available online.</p>",,,,,,,,,,,,,2013-01-21,2013-01-21,2017-12-06,https://liu.diva-portal.org/smash/get/diva2:590026/FULLTEXT01.pdf,,4,,deprecated,urn:nbn:se:liu:diva-97371,,,,,False,,,
1823638,"Andreopoulou, Areti (National and Kapodistrian University of Athens);Walker, Bruce N. (Georgia Institute of Technology);McMullen, Kyla (University of Florida);Rönnberg, Niklas [nikro27] [0000-0002-1334-0624] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska fakulteten [872902]) (Information Visualization)",Safe and Sound : Proceedings of the 27th Annual International Conference on Auditory Display,Proceedings (redaktörskap),Refereegranskat,eng,,,,,,,,,,2022.0,,179.0,,Georgia Institute of Technology,,,,0967090482,https://repository.gatech.edu/entities/publication/a127249f-5382-466f-90f2-c2f400fe0bc6,,10.21785/icad2022.000,,,,urn:nbn:se:liu:diva-199893,,,Sonification,Övrig annan teknik (21199),,,,,,,,,,,,,,,,,2024-01-03,2024-01-03,2024-01-08,,,4,,deprecated,,,"The 27th Annual International Conference on Auditory Display (ICAD2022), June 24-27. Online virtual conference.",,,True,,,
766397,"Angelakis, Vangelis [vanan11] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Kommunikations- och transportsystem [2345]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Mobil telekommunikation);Gundlegård, David [davgu33] [0000-0002-5961-5136] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Kommunikations- och transportsystem [2345]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Mobil telekommunikation);Rydergren, Clas [clary35] [0000-0001-6405-5914] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Kommunikations- och transportsystem [2345]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Trafiksystem);Rajna, Botond [botra718] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Kommunikations- och transportsystem [2345]) (Linköpings universitet [276], Tekniska högskolan [1751]);Vrotsou, Katerina [katvr62] [0000-0003-4761-8601] (Linköpings universitet [276], Institutionen för teknik och naturvetenskap [296], Medie- och Informationsteknik [6850]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Informationsvisualisering);Carlsson, Richard (Ericsson Research, Services & Software);Forgeat, Julien (Ericsson Research, Services & Software);Hu, Tracy H (Ericsson Research, Services & Software);Liu, Evan L (Ericsson Research, Services & Software);Moritz, Simon (Ericsson Research, Services & Software);Zhao, Sky (Ericsson Research, Services & Software);Zheng, Yaotian (Ericsson Research, Services & Software)",Mobility modeling for transport efficiency : Analysis of travel characteristics based on mobile phone data,Konferensbidrag,Refereegranskat,eng,,,,,,,Netmob 2013 : Mobile phone data for development,,,2013.0,,,,,,,,,,,,,,,urn:nbn:se:liu:diva-112443,,,Mobile phone;CDR;mobiity;travel demand;analytics,Transportteknik och logistik (20105),,,,"<p>Signaling data from the cellular networks can provide a means of analyzing the efficiency of a deployed transportation system and assisting in the formulation of transport models to predict its future use. An approach based on this type of data can be especially appealing for transportation systems that need massive expansions, since it has the added benefit that no specialized equipment or installations are required, hence it can be very cost efficient.</p><p>Within this context in this paper we describe how such obtained data can be processed and used in order to act as enablers for traditional transportation analysis models. We outline a layered, modular architectural framework that encompasses the entire process and present results from initial analysis of mobile phone call data in the context of mobility, transport and transport infrastructure. We finally introduce the Mobility Analytics Platform, developed by Ericsson Research, tailored for mobility analysis, and discuss techniques for analyzing transport supply and demand, and give indication on how cell phone use data can be used directly to analyze the status and use of the current transport infrastructure.</p>",,,,,,,,,,,,,2014-11-27,2014-11-27,2016-05-04,https://liu.diva-portal.org/smash/get/diva2:766397/FULLTEXT01.pdf,,12,,deprecated,,publishedPaper,"Netmob 2013 - Third International Conference on the Analysis of Mobile Phone Datasets, May 1-3, 2013, MIT, Cambridge, MA, USA",,,True,,,
